age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,emp.var.rate,cons.price.idx,euribor3m,nr.employed,subscription
40,admin.,married,high.school,no,yes,no,telephone,jun,tue,406,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
37,self-employed,married,basic.9y,unknown,yes,no,telephone,jun,tue,106,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
37,services,married,high.school,no,no,no,telephone,jun,tue,393,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
57,blue-collar,married,high.school,unknown,no,no,telephone,jun,tue,171,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,admin.,single,university.degree,no,yes,no,telephone,jun,tue,116,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
40,admin.,single,high.school,no,no,yes,telephone,jun,tue,25,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
30,blue-collar,married,unknown,no,no,yes,telephone,jun,tue,118,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
43,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,75,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
35,blue-collar,married,high.school,no,yes,no,telephone,jun,tue,54,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
29,services,single,university.degree,unknown,no,yes,telephone,jun,tue,235,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
38,admin.,married,basic.9y,no,no,yes,telephone,jun,tue,404,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
46,blue-collar,married,basic.6y,no,no,yes,telephone,jun,tue,179,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
47,technician,single,professional.course,unknown,no,no,telephone,jun,tue,126,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
39,admin.,married,university.degree,no,no,no,telephone,jun,tue,102,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,110,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
35,self-employed,married,basic.9y,no,no,yes,telephone,jun,tue,227,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
39,self-employed,married,university.degree,unknown,yes,no,telephone,jun,tue,123,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
57,technician,married,professional.course,no,yes,no,telephone,jun,tue,194,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
38,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,992,1,0,nonexistent,1.4,94.465,4.864,5228.1,yes
47,management,married,basic.4y,unknown,yes,no,telephone,jun,tue,100,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
37,management,married,university.degree,no,no,no,telephone,jun,tue,303,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
41,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,732,2,0,nonexistent,1.4,94.465,4.864,5228.1,yes
41,services,married,high.school,no,no,no,telephone,jun,tue,366,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,technician,married,university.degree,unknown,no,no,telephone,jun,tue,228,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,14,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
46,admin.,single,university.degree,unknown,no,no,telephone,jun,tue,193,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,tue,409,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
32,technician,married,professional.course,no,yes,no,telephone,jun,tue,220,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
46,unemployed,divorced,basic.9y,no,yes,no,telephone,jun,tue,231,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
59,entrepreneur,married,unknown,no,no,no,telephone,jun,tue,242,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
55,unknown,married,basic.4y,unknown,yes,no,telephone,jun,tue,216,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
53,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,119,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
43,unemployed,married,professional.course,no,no,no,telephone,jun,tue,41,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
49,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,tue,495,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
50,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,128,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
26,blue-collar,single,high.school,no,no,no,telephone,jun,tue,185,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
30,technician,single,university.degree,unknown,no,no,telephone,jun,tue,722,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,240,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
43,retired,married,basic.9y,unknown,no,no,telephone,jun,tue,455,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
53,admin.,married,high.school,no,no,no,telephone,jun,tue,138,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
25,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,361,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
48,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,418,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
27,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,208,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
53,admin.,married,high.school,no,no,no,telephone,jun,tue,177,26,0,nonexistent,1.4,94.465,4.864,5228.1,no
44,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,249,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
54,management,married,university.degree,no,no,no,telephone,jun,tue,84,15,0,nonexistent,1.4,94.465,4.864,5228.1,no
30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,338,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
32,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,299,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
29,entrepreneur,married,high.school,unknown,yes,no,telephone,jun,tue,284,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
43,admin.,married,high.school,no,yes,no,telephone,jun,tue,282,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
43,management,married,university.degree,no,yes,yes,telephone,jun,tue,435,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
36,services,married,high.school,unknown,yes,no,telephone,jun,tue,120,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
45,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,tue,825,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
34,services,married,high.school,no,no,no,telephone,jun,tue,51,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
38,services,married,high.school,unknown,no,no,telephone,jun,tue,253,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
53,housemaid,married,basic.4y,no,unknown,unknown,telephone,jun,tue,259,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
57,technician,divorced,unknown,no,yes,yes,telephone,jun,tue,237,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,1045,3,0,nonexistent,1.4,94.465,4.864,5228.1,yes
41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,110,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
49,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,188,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
35,technician,married,unknown,unknown,yes,no,telephone,jun,tue,320,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
39,admin.,married,university.degree,no,yes,no,telephone,jun,tue,231,12,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,services,married,high.school,unknown,yes,no,telephone,jun,tue,170,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
50,admin.,married,high.school,no,no,no,telephone,jun,tue,58,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
30,admin.,married,high.school,no,yes,no,telephone,jun,tue,615,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
50,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,676,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
49,management,divorced,university.degree,unknown,yes,no,telephone,jun,tue,165,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
37,admin.,married,university.degree,no,no,no,telephone,jun,tue,192,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
47,blue-collar,divorced,basic.9y,unknown,no,yes,telephone,jun,tue,258,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
43,admin.,divorced,high.school,no,no,no,telephone,jun,tue,319,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
29,admin.,divorced,professional.course,no,yes,no,telephone,jun,tue,860,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,housemaid,married,high.school,no,no,no,telephone,jun,tue,680,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
38,entrepreneur,married,basic.6y,no,no,yes,telephone,jun,tue,165,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
43,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,356,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
29,admin.,single,high.school,no,yes,no,telephone,jun,tue,235,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
35,admin.,married,high.school,no,yes,yes,telephone,jun,tue,173,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
54,technician,married,university.degree,unknown,no,no,telephone,jun,tue,294,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
27,management,single,university.degree,no,yes,no,telephone,jun,tue,216,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
57,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,177,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
30,services,married,high.school,no,no,yes,telephone,jun,tue,220,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
30,admin.,single,high.school,unknown,no,no,telephone,jun,tue,641,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
43,unemployed,married,basic.9y,no,no,no,telephone,jun,tue,633,28,0,nonexistent,1.4,94.465,4.864,5228.1,no
32,admin.,single,university.degree,no,no,no,telephone,jun,tue,94,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
34,admin.,single,university.degree,no,no,no,telephone,jun,tue,35,32,0,nonexistent,1.4,94.465,4.864,5228.1,no
44,blue-collar,single,unknown,unknown,yes,no,telephone,jun,tue,828,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,unemployed,married,basic.6y,no,yes,no,telephone,jun,tue,35,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
29,admin.,married,basic.9y,no,no,no,telephone,jun,tue,263,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
51,self-employed,married,university.degree,unknown,no,no,telephone,jun,tue,143,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
58,technician,married,university.degree,no,yes,no,telephone,jun,tue,108,12,0,nonexistent,1.4,94.465,4.864,5228.1,no
33,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,164,7,0,nonexistent,1.4,94.465,4.864,5228.1,no
52,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,245,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
57,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,43,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
24,admin.,single,high.school,no,no,no,telephone,jun,tue,768,1,0,nonexistent,1.4,94.465,4.864,5228.1,yes
27,unemployed,married,high.school,no,no,no,telephone,jun,tue,327,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,215,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
30,services,married,university.degree,unknown,yes,no,telephone,jun,tue,200,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
28,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,320,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,unemployed,divorced,basic.4y,no,yes,no,telephone,jun,tue,801,1,0,nonexistent,1.4,94.465,4.864,5228.1,yes
32,blue-collar,married,basic.6y,no,unknown,unknown,telephone,jun,tue,31,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
33,blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,tue,114,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,management,married,university.degree,no,no,no,telephone,jun,tue,236,7,0,nonexistent,1.4,94.465,4.864,5228.1,no
29,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,201,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
30,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,482,2,0,nonexistent,1.4,94.465,4.864,5228.1,yes
34,admin.,married,university.degree,unknown,no,no,telephone,jun,tue,133,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
40,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,2456,2,0,nonexistent,1.4,94.465,4.864,5228.1,yes
28,student,single,university.degree,unknown,no,no,telephone,jun,tue,171,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
45,services,single,high.school,no,no,no,telephone,jun,tue,443,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
35,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,263,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
35,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,94,18,0,nonexistent,1.4,94.465,4.864,5228.1,no
26,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,59,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
60,admin.,married,university.degree,unknown,no,no,telephone,jun,tue,111,7,0,nonexistent,1.4,94.465,4.864,5228.1,no
51,technician,married,professional.course,no,no,yes,telephone,jun,tue,72,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
36,services,divorced,professional.course,no,no,no,telephone,jun,tue,199,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
35,technician,married,professional.course,no,yes,no,telephone,jun,tue,589,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
39,self-employed,married,university.degree,no,no,no,telephone,jun,tue,199,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,113,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
40,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,tue,179,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
30,unemployed,married,basic.6y,unknown,no,no,telephone,jun,tue,215,10,0,nonexistent,1.4,94.465,4.864,5228.1,no
40,technician,married,professional.course,no,no,no,telephone,jun,tue,61,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
46,admin.,married,high.school,no,no,no,telephone,jun,tue,107,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
45,admin.,married,unknown,no,no,no,telephone,jun,tue,242,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
39,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,1340,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,13,13,0,nonexistent,1.4,94.465,4.864,5228.1,no
36,admin.,married,professional.course,no,yes,no,telephone,jun,tue,129,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
57,blue-collar,divorced,unknown,unknown,no,no,telephone,jun,tue,50,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
38,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,406,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,services,divorced,basic.6y,no,no,no,telephone,jun,tue,239,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
39,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,178,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
51,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,81,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
32,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,327,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
57,admin.,divorced,unknown,unknown,no,no,telephone,jun,tue,604,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
50,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,tue,137,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
27,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,72,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
38,technician,single,professional.course,no,no,yes,telephone,jun,tue,246,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
50,admin.,married,university.degree,no,yes,no,telephone,jun,tue,199,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
46,technician,married,high.school,no,no,no,telephone,jun,tue,372,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
26,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,167,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
29,admin.,married,high.school,no,no,no,telephone,jun,tue,30,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
32,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,tue,189,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
33,admin.,married,high.school,no,no,yes,telephone,jun,tue,277,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
59,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,215,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
33,admin.,married,university.degree,no,no,no,telephone,jun,tue,133,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
58,blue-collar,married,high.school,no,yes,no,telephone,jun,tue,183,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,tue,134,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
32,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,211,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
50,services,divorced,basic.4y,unknown,no,no,telephone,jun,tue,80,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,220,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
46,management,married,basic.9y,unknown,yes,no,telephone,jun,tue,495,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
28,admin.,married,high.school,no,no,no,telephone,jun,tue,157,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
29,services,married,high.school,no,no,no,telephone,jun,tue,81,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
45,services,married,high.school,unknown,no,no,telephone,jun,tue,559,7,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,441,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,admin.,married,unknown,unknown,no,no,telephone,jun,tue,14,21,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,technician,single,professional.course,no,no,no,telephone,jun,tue,662,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
53,services,married,high.school,unknown,no,no,telephone,jun,tue,76,8,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,housemaid,married,university.degree,no,no,yes,telephone,jun,tue,230,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
27,services,single,high.school,no,no,no,telephone,jun,tue,323,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,117,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
40,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,176,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
40,blue-collar,divorced,basic.9y,unknown,no,yes,telephone,jun,tue,1259,6,0,nonexistent,1.4,94.465,4.864,5228.1,yes
58,self-employed,married,university.degree,no,no,no,telephone,jun,tue,380,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,management,single,university.degree,no,yes,no,telephone,jun,tue,214,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
60,retired,single,high.school,no,no,no,telephone,jun,tue,136,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
38,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,350,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
27,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,56,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
59,technician,married,unknown,no,no,no,telephone,jun,tue,131,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
36,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,tue,113,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
40,services,married,unknown,no,yes,no,telephone,jun,tue,71,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
58,retired,married,basic.4y,unknown,yes,no,telephone,jun,tue,137,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,497,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
54,services,married,high.school,no,yes,no,telephone,jun,tue,184,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
34,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,276,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,services,married,high.school,no,no,no,telephone,jun,tue,68,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
36,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,tue,11,18,0,nonexistent,1.4,94.465,4.864,5228.1,no
45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,313,7,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,397,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
33,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,164,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
37,admin.,divorced,basic.9y,no,no,no,telephone,jun,tue,1363,7,0,nonexistent,1.4,94.465,4.864,5228.1,yes
29,admin.,single,university.degree,unknown,no,yes,telephone,jun,tue,816,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
40,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,1030,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
30,admin.,married,high.school,no,yes,no,telephone,jun,tue,266,10,0,nonexistent,1.4,94.465,4.864,5228.1,no
32,admin.,single,university.degree,unknown,no,no,telephone,jun,tue,56,12,0,nonexistent,1.4,94.465,4.864,5228.1,no
46,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,tue,143,8,0,nonexistent,1.4,94.465,4.864,5228.1,no
30,admin.,single,high.school,no,yes,no,telephone,jun,tue,229,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
29,management,single,university.degree,no,no,no,telephone,jun,tue,342,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
35,entrepreneur,married,high.school,no,no,yes,telephone,jun,tue,340,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
37,housemaid,married,basic.4y,no,yes,no,telephone,jun,tue,59,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
47,self-employed,married,basic.4y,unknown,unknown,unknown,telephone,jun,tue,72,8,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,599,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
59,retired,married,professional.course,no,yes,no,telephone,jun,tue,77,8,0,nonexistent,1.4,94.465,4.864,5228.1,no
45,technician,divorced,professional.course,no,yes,no,telephone,jun,tue,157,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
29,self-employed,single,professional.course,no,no,no,telephone,jun,tue,199,7,0,nonexistent,1.4,94.465,4.864,5228.1,no
31,blue-collar,single,high.school,unknown,yes,no,telephone,jun,tue,187,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
34,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,tue,239,8,0,nonexistent,1.4,94.465,4.864,5228.1,no
48,services,single,high.school,unknown,no,yes,telephone,jun,tue,246,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
40,self-employed,married,high.school,unknown,yes,no,telephone,jun,tue,238,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
45,services,married,high.school,no,yes,no,telephone,jun,tue,118,7,0,nonexistent,1.4,94.465,4.864,5228.1,no
32,self-employed,divorced,university.degree,no,no,yes,telephone,jun,tue,254,21,0,nonexistent,1.4,94.465,4.864,5228.1,no
33,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,281,7,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,blue-collar,married,high.school,unknown,yes,no,telephone,jun,tue,94,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
38,services,divorced,basic.6y,no,no,no,telephone,jun,tue,269,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
47,admin.,married,university.degree,no,yes,no,telephone,jun,tue,203,9,0,nonexistent,1.4,94.465,4.864,5228.1,no
41,management,married,university.degree,no,no,no,telephone,jun,tue,140,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
41,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,148,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
43,management,married,high.school,no,yes,no,telephone,jun,tue,583,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
34,services,single,high.school,no,no,no,telephone,jun,tue,172,2,0,nonexistent,1.4,94.465,4.864,5228.1,no
34,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,60,5,0,nonexistent,1.4,94.465,4.864,5228.1,no
52,unemployed,married,high.school,unknown,yes,no,telephone,jun,tue,70,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
48,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,68,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
37,technician,married,high.school,no,yes,no,telephone,jun,tue,267,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,88,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
47,technician,married,professional.course,no,no,no,telephone,jun,tue,19,20,0,nonexistent,1.4,94.465,4.864,5228.1,no
46,admin.,married,high.school,unknown,no,no,telephone,jun,tue,490,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,admin.,married,university.degree,no,no,no,telephone,jun,tue,604,14,0,nonexistent,1.4,94.465,4.864,5228.1,no
28,services,single,high.school,no,no,no,telephone,jun,tue,290,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
36,admin.,single,university.degree,no,yes,yes,telephone,jun,tue,78,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
49,admin.,married,university.degree,no,no,no,telephone,jun,tue,88,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
37,admin.,married,high.school,unknown,yes,no,telephone,jun,tue,113,4,0,nonexistent,1.4,94.465,4.864,5228.1,no
28,blue-collar,single,basic.9y,no,no,no,telephone,jun,tue,550,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
35,entrepreneur,married,university.degree,no,no,no,telephone,jun,tue,52,1,0,nonexistent,1.4,94.465,4.864,5228.1,no
56,unemployed,married,high.school,unknown,no,no,telephone,jun,tue,197,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
42,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,235,3,0,nonexistent,1.4,94.465,4.864,5228.1,no
36,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,159,6,0,nonexistent,1.4,94.465,4.864,5228.1,no
36,admin.,married,university.degree,no,yes,no,telephone,jun,tue,120,11,0,nonexistent,1.4,94.465,4.864,5228.1,no
